userName,score,content,at
PUBG KinG,5,this is best 😁😊,2025-03-21 09:20:57
kevin carl jaro,3,too much recoil i dont use gyroscope,2025-03-21 09:20:48
Cherry Mae Pancho,5,Best Action Game,2025-03-21 09:20:44
آريف عبدالله,5,d best,2025-03-21 09:20:32
Ousman Saho,5,I have been play this game for months I fel in love with it my dream is to become an esport player,2025-03-21 09:20:24
Alizay Gull,2,not good game PUBG free fire dad,2025-03-21 09:20:01
cean ambueguia,1,Bad graphics potato graphics,2025-03-21 09:19:59
Asif jani,5,very good game really,2025-03-21 09:19:58
Akash khalil,5,my life🥰🥰,2025-03-21 09:19:38
Nirjam Thajali,5,Amazing Game,2025-03-21 09:19:16
Shakil Munshi,5,Good game,2025-03-21 09:19:03
Mudasir Mayo,5,Good experience,2025-03-21 09:18:50
Sabih Haider waris,5,Good game I will enjoy 💯💯💯💯,2025-03-21 09:18:47
Rashad TVシ,5,good 😊 po,2025-03-21 09:18:24
Hein Htet Naing,5,best shooting game ever,2025-03-21 09:18:21
Bhatti Sarkar,5,PUBG IS TIMEPAS GAME🥰,2025-03-21 09:17:58
Are Rdd,5,this is very good,2025-03-21 09:17:55
SAQIB ARIF,5,wow nice,2025-03-21 09:14:15
"M,sarosh M,sarosh",5,precious,2025-03-21 09:14:10
عبد الرحمن,5,My love pubg,2025-03-21 09:14:06
khun aung tun,5,Good Game😊,2025-03-21 09:13:37
Md Sogol,5,👌👌,2025-03-21 09:13:14
wesam Ahmed,5,Thank you PUBG Mobile,2025-03-21 09:12:50
rocky Ahmmed,5,lovely,2025-03-21 09:12:01
A.LOVR.E E,5,pubg is best game ever,2025-03-21 09:11:38
Ryan Kamau,5,the best,2025-03-21 09:11:08
Karg Goal,4,7 years and no glacier m4 but still playing,2025-03-21 09:11:06
Mag Luvis,5,fantastic 🤲,2025-03-21 09:10:42
Badsh Afghan,5,Nice game,2025-03-21 09:10:15
Asad Butt,5,my favourite game pubg mobile and my best character uncle victor😂😂,2025-03-21 09:09:11
PAK10 2002丨,5,Real Life Game 🔥,2025-03-21 09:08:51
ABDULLAH ARAIN KING,5,the best game ever,2025-03-21 09:08:49
Jonel Calpo,5,nice game,2025-03-21 09:08:47
3mk_maro,1,My account was stolen and I couldn't get it back. I tried to contact customer service but couldn't.,2025-03-21 09:08:31
Banos Khan,5,father of free fire 😄😄😄,2025-03-21 09:08:29
Rica Xenia Baring,5,the best,2025-03-21 09:07:53
Zoo Masta,5,best game iv ever downloaded😌,2025-03-21 09:07:42
Rana Mubashir,5,love it,2025-03-21 09:07:27
Aiko Lover's,5,always Have fun with a new or old friend.. this game doesn't make you stressful.,2025-03-21 09:07:08
Jesus Cruz,5,the best,2025-03-21 09:07:06
Ramadaan Muuse,5,it is very 😊,2025-03-21 09:07:01
Amjad Khan,5,I love PUBG mobile. My favorite and world best game.,2025-03-21 09:06:34
Syar Mohd,5,i like this game,2025-03-21 09:06:32
Khan Baksh,5,"best game ever played but one thing that don,t like is this game never give you some thing free and in crate this only 1 present for a skin which is harder to get",2025-03-21 09:06:24
Kabelo Mothusi,5,Best online game I ever had to play ❤️🎉❤️ #1,2025-03-21 09:06:21
chrif Mohtar4405,5,best game forever 😎,2025-03-21 09:06:08
Asad Faraz,5,love you,2025-03-21 09:06:04
Thant Zin Oo,5,l like this game.,2025-03-21 09:05:42
firas ahmad shhin x dhahin,5,🤍🤍🤍,2025-03-21 09:05:25
Google Me,5,Best masterpiece to be ever created.,2025-03-21 09:05:12
Luqman Niazi,5,I want M4 glisher,2025-03-21 09:05:07
SHABRAIZ SANDHU,5,nice PUBG mobile,2025-03-21 09:04:59
YASIR QAYYUM,5,love,2025-03-21 09:04:11
Nighut Aftab,5,pubg is not a game it's an emotion 💓,2025-03-21 09:04:01
Waheed Gul,5,my favorite game,2025-03-21 09:03:12
Syed Shah,5,This game is very interesting and adventurest and has high quality graphics,2025-03-21 09:02:37
Ammara Asif,5,all time best game 😍😍,2025-03-21 09:02:36
Your Choice Available,5,My favorite game,2025-03-21 09:02:27
Saif Ali,5,this game made my life even in my sad movements I play this game put a good mood 😊,2025-03-21 09:01:40
banchou,5,Very good,2025-03-21 09:01:39
Glerry Thomas,5,love this game,2025-03-21 09:01:05
Ali Khan,4,I love to play puge mobile but I won't m4 thank puge,2025-03-21 09:00:51
Zain Pubg,5,best game ever,2025-03-21 09:00:18
Omid Haidary,5,very good 😊😊,2025-03-21 08:59:47
Inam Ullah,5,Good game but not giving me glacier and good luck in crate opening too bad luck,2025-03-21 08:59:31
John Gitau,5,It's my favourite online game. A cure for boredom.,2025-03-21 08:59:16
Riyazo,1,I have used 1500 UC on M416 Glacier and still I haven't got it,2025-03-21 08:59:11
Abdur Rahman,5,love it,2025-03-21 08:58:49
Owais Sajid,5,superb game,2025-03-21 08:58:44
Muzammil Muzammil,5,best game ever,2025-03-21 08:58:25
Omar Wael,5,It's so good and funny,2025-03-21 08:58:13
Abid Iqbal,5,Nice,2025-03-21 08:57:46
Mohaymin Sarael,5,this is the best game I ever 🤩,2025-03-21 08:56:39
Imran Hp,5,this is amazing I love this Pubg Game,2025-03-21 08:56:21
SHIFTx Gaming,5,It is best game ever it is my favorite game and old updates was the best updates ❤❤,2025-03-21 08:56:16
WAQAR YOUNAS,5,its not a game its an emotion,2025-03-21 08:56:04
Imtiaz Baloch,5,awesome 👍 game,2025-03-21 08:55:39
Lucky One 1,5,💓💓💓,2025-03-21 08:55:30
Abubaker Rana,5,good game,2025-03-21 08:55:01
Steve Nash,5,Nice game,2025-03-21 08:54:09
Educated Lofar,5,i used alot of uc and creates please give me a glacier M416,2025-03-21 08:53:48
Antonio Ukenio,5,It a very interesting app game I play and meet players all around the world,2025-03-21 08:53:37
Oo Kaung,5,I Like game play happy,2025-03-21 08:53:29
Md Sujon,4,😍,2025-03-21 08:53:07
Mr Sahil,5,Best Mobile Game Ever !!!,2025-03-21 08:52:59
King Von,5,best game ever,2025-03-21 08:52:47
Jamal pakswat,5,awesome,2025-03-21 08:52:35
furqan afridi,5,Nic game 🎮 👌,2025-03-21 08:52:34
محمد عمر,5,احسن لعبه فل تاريخ انها احسن من free fire,2025-03-21 08:52:25
Belindatony Martinez6568,5,totally awesome,2025-03-21 08:50:51
Islam Islam,5,Good game,2025-03-21 08:50:42
Mujtaba Qamer,3,old pubg are nice.. I'm not happy to new version in PUBG.,2025-03-21 08:50:36
Badar Jatoi,5,nice 👍 game I like PUBG mobile love 💕 you,2025-03-21 08:49:50
Muhammad Arif Manzoor,1,UC are so expensive please do it cheap,2025-03-21 08:49:43
Arshad Shamaun,5,I love Pub g mobile,2025-03-21 08:49:42
Pratik Shrestha,5,❤️,2025-03-21 08:49:37
Amirul Mustaqim,5,nice game❤️❤️,2025-03-21 08:49:37
Sammy Inuupak,5,very laggy if u have slow or low gig on ur wifi but great rage quitting game still hahah,2025-03-21 08:49:17
X AHAD,5,Pubg is my favorite game I really love this,2025-03-21 08:49:08
Shahzaib Khan,4,this is very good but is fps device problem,2025-03-21 08:48:57
Nayaka Azam,4,"This game is a master piece, i play pubg since 2017 and still playing today but the bots are to op allmost op as the player",2025-03-21 08:48:42
Hammad Qaisrani,5,this is the most expensive one for me,2025-03-21 08:48:42
Ahmad Shahzad,5,maza,2025-03-21 08:48:04
John Kristoffer Janda,5,Best br games ever,2025-03-21 08:47:59
LUCKY BOY,4,I play sins 7 years I didn't get the glacier m416 gun from classic caret . till now I opened more then 10 thousand . I want it to gift me it's shame new players getting it why I am not . Thank you,2025-03-21 08:47:52
Elsa Elsa,5,THE BEST GAME,2025-03-21 08:47:23
Jakey,5,my stress reliever ever since 2017,2025-03-21 08:46:24
AHMED AMG,5,best app game i ever played before,2025-03-21 08:45:59
Mian Hanzlah,5,this is good 👍 game one of the best game,2025-03-21 08:45:47
Umair Awan,5,Best game ever,2025-03-21 08:45:39
Ch Noman,5,I like this game,2025-03-21 08:45:18
Huzaifa Jadoon,5,amazing game I seen ever,2025-03-21 08:45:16
CAZYR GAMING,5,this game is madapaking excellent💯👍👏 from 🇵🇭🇵🇭🇵🇭🇵🇭🇵🇭,2025-03-21 08:45:02
Norhamidah Mohammad,1,yes I like PUBG so much,2025-03-21 08:45:02
Waseem Maoi,5,Much better than other online games.,2025-03-21 08:44:28
Tanweer Ahmad,5,This Game is 3D Game And Vary Nice Game,2025-03-21 08:43:52
sayed reda,5,great same,2025-03-21 08:43:34
Muhammad Qasim,1,lag issue even on 8gb ram mobile phone,2025-03-21 08:43:16
Asif Ilyas,5,osam game🥰🥰🥰,2025-03-21 08:43:03
Ibne Hassan,5,Best game for play,2025-03-21 08:42:47
ahmad faiz,5,the number one game in the world.,2025-03-21 08:42:14
Ali Jamali,5,i love this game there are so many fellings in this game,2025-03-21 08:41:41
Raja,5,all of gaming network ends on pubg,2025-03-21 08:41:24
Ppo Suhaibe,5,I play pubg Mobil in2019,2025-03-21 08:41:10
Shaheer Rehman,5,I love pubg 😋,2025-03-21 08:40:50
Muhammad Ali Muhammad Ali,5,I like game,2025-03-21 08:40:49
Touseef Asghar,5,Good game,2025-03-21 08:40:42
Sakhawat Vlog Videos,5,Pubg Mobile Is Amazing 😉 Game In World 🌎,2025-03-21 08:40:36
Rahul Sarkar,5,love IT,2025-03-21 08:39:43
Huda Hadba,5,افضل لعبة بالنسبة لي.,2025-03-21 08:39:36
Amaan Ullah,5,Very good game,2025-03-21 08:39:19
Baba sai,5,it's a part of my life now,2025-03-21 08:39:19
Ayesha Iftikhar,5,it is so realistic,2025-03-21 08:39:14
Mami Khan420,5,world 🌎 1game pubg Love u too much,2025-03-21 08:39:03
kyawkochan,5,NICE GAME,2025-03-21 08:39:03
Fjfjfjfj Jfjfkfjg,5,j'aime,2025-03-21 08:37:32
muhammad Syahmi,5,so good,2025-03-21 08:37:17
Arslan Afghan,5,Better,2025-03-21 08:36:59
Ali Ail,5,it's a great apps for minds speed,2025-03-21 08:36:44
MD. Asif,5,I love this game,2025-03-21 08:36:14
Zohaib Ansari,5,Pubg Mobile: Please Give me 5k UC I have no money 🥺,2025-03-21 08:36:01
Ye Min Htut,5,exicted,2025-03-21 08:35:34
Omar Mohamed,5,❤️,2025-03-21 08:35:27
Elvis Edwin,5,my experience is good thank you pubg mobile,2025-03-21 08:35:24
Stephen,5,awesome game been playing for years,2025-03-21 08:34:59
Mehran,5,My name is rs mehran yt PUBG mobile game the best game I like this game super Awesome ❤️❤️❤️,2025-03-21 08:34:49
zeeshan ramzan,5,Very adventure but buy uc after over adventure,2025-03-21 08:34:48
Abdullah Ebrahim,5,It's really good game make you like a hero when you win,2025-03-21 08:34:19
Syeed Huzaifa Ali Shah,5,PUBG MOBILE is not only game but it's our fillings. when we play it our network is connect to another world.,2025-03-21 08:34:17
Ahsan Ahsan,1,nice game,2025-03-21 08:33:35
Mana Abi Halima,5,Really amazing,2025-03-21 08:33:34
Hassan Zito,5,I love this game because it make me happy,2025-03-21 08:33:20
Shahid hussain,5,pubg mobile this best game,2025-03-21 08:33:18
Abdul Latif,4,this is best game in world,2025-03-21 08:33:12
Tenzin Rabgay,5,pubg is my best game 🎯🎯🎮,2025-03-21 08:32:53
Mohammed Qasim,5,wow this update is so good 👍 and the PUBG mobile is also good 💯,2025-03-21 08:32:41
Shansho Shansho,5,I love this game,2025-03-21 08:32:34
Muhammad Ubaidullah Amir,5,like this game,2025-03-21 08:32:25
Mujeeb Khan,5,good game,2025-03-21 08:32:00
Syed Kazmi,5,I love it,2025-03-21 08:31:59
John Chavez,5,this game are so beautiful and nice quality if pubg give me a UC that was so Nice,2025-03-21 08:29:58
Mohammad Lol,5,I love it,2025-03-21 08:29:52
Purs Man,5,"best gameplay ive ever play, thank you since 2018",2025-03-21 08:29:13
Amoo Sarju,5,I love it 😀,2025-03-21 08:27:32
Noman Ahmed,5,Fantastic and so real I love it,2025-03-21 08:27:02
Touheed Ahmed,5,noicee,2025-03-21 08:27:01
Fares amr Amr,5,العبة حلوى اويييي وانا اسف جدا لمحبين فري فاير بس ببجي موبايل احسن بكتير من فري فاير وبس كدا وشكرا,2025-03-21 08:26:28
Saqlain Chader,5,my love is PUBG,2025-03-21 08:26:20
Rehan Malik,5,I love pubg mobile,2025-03-21 08:26:09
Letisha Daring,5,Icantwait,2025-03-21 08:26:08
Zain Zain,5,it's awesome,2025-03-21 08:26:08
Pathan Yt,5,this battle Royale game one of the best battle Royale game,2025-03-21 08:25:59
HASSAN Mohammed,5,very goooddd,2025-03-21 08:24:57
jefferson buendia,5,very nice game,2025-03-21 08:24:52
M Qasim,5,یہ ⃝ گیم مجھے بہت ⃝ پسند ہے ⃝ 😘💋💐,2025-03-21 08:24:51
Lider 1,5,amazing,2025-03-21 08:24:35
JUSTIN RAY JANEO,5,I love this game soo much,2025-03-21 08:23:57
Meer Baloch,5,so beautiful game,2025-03-21 08:23:21
Qlirim Krasniqi,5,gooodd,2025-03-21 08:23:06
Arman Khann,5,good game but i need m4 glacier plz help me,2025-03-21 08:22:59
Prokash Kumar,5,fall in love 🥰,2025-03-21 08:22:57
Nicole Joy Burchell,5,this game is awesome. highly recommend.,2025-03-21 08:22:47
সুকের ঠিকানা জয়,5,good,2025-03-21 08:22:32
Malak Shah,5,my soul game 🎮 but i have no uc for the royal pass please give me m416 glacier,2025-03-21 08:22:25
Deshii hasnain,5,Good game,2025-03-21 08:22:11
Farhan,5,this game is very good game,2025-03-21 08:21:39
Angelo,5,"nc game,ma aadict ka d2 haha",2025-03-21 08:21:33
RONG Op,5,this game is real video game .and I lack this game .,2025-03-21 08:21:21
Chaw Su,5,Like,2025-03-21 08:21:20
Else Binalgan,5,nneci game,2025-03-21 08:20:55
GAMING YOUTUBER,5,Ossome,2025-03-21 08:20:39
M7MD,5,very cool,2025-03-21 08:20:01
Omar Sobhy Esmail,5,الأفضل على الإطلاق Best ever,2025-03-21 08:19:50
Somboi Cun,5,👍 vikendi map bila ada..,2025-03-21 08:19:42
TALHA KHAN,5,Nice game,2025-03-21 08:19:29
Aaa,5,works,2025-03-21 08:19:16
Khalida Hassan,5,pubg is the best game,2025-03-21 08:19:07
Cody,5,I love this game it is the best past time,2025-03-21 08:18:57
Mana Bhai,5,yes I like,2025-03-21 08:18:38
San Myint Oo,5,excellence,2025-03-21 08:18:30
Dark Soul,5,always PUBG like my gf,2025-03-21 08:18:23
Fahad Khan,5,the best game in the world best experience 🫀🫀,2025-03-21 08:18:18
sohil pakhtoon,1,"yes i really like pubg ,i play dailly and this game for fun i have time in this game i request for pubg team please send me one royle pass i am poor man please accept my message thank you pubg",2025-03-21 08:18:06
Amboh Zibe,5,this is a masterpiece i love it👌🔥🔥,2025-03-21 08:17:22
Zoya Khan,5,good game and favorite game aver,2025-03-21 08:16:42
Danish Hariez,1,hey krafton is it possible if krafton makes the next royale pass to upgrade m4 as well,2025-03-21 08:16:14
Zulqurnain Shah,5,this is world bast game and lovely game and beautiful game but my id is in not a uc for a Royal pass 😞,2025-03-21 08:15:58
Edito Dairocas,5,best battle Royale game of the history,2025-03-21 08:15:54
Akram Baltistani,5,i love a lot,2025-03-21 08:15:48
Abdul Rehman,5,this game release my tensions,2025-03-21 08:15:05
Awais_ Farooq,5,Very good game but this game is only for high level devices,2025-03-21 08:14:33
Kupa Mukarakate,5,love the game great experience honestly,2025-03-21 08:14:20
SAAD Ashraf,5,Sexy game. Pubg add abs system in car for drifter,2025-03-21 08:12:56
Nadir Saleem,5,I also spot PUBG mobile but his not giving someone special 😭,2025-03-21 08:12:52
Paing KhantKyaw,5,good game,2025-03-21 08:11:58
Falak Sher,5,best game,2025-03-21 08:11:50
Noman Numanali,5,i like it to much but bubg not give me m416 galesher plzz give me m416 galesher plzzzzz,2025-03-21 08:11:41
Luci The devil (Devil),5,An extra ordinary and a perfect game.,2025-03-21 08:11:40
Syed Hassan Kazmi,5,amazing and relastic game but I played 2 years no m4 glacier 😭😭😭😭😭😭😭😭😭😭,2025-03-21 08:11:19
Kiddo Daniels,4,it is awesome 👌 👏,2025-03-21 08:10:29
Ms Shila,5,lovely,2025-03-21 08:10:27
Jhay Bueno,5,nice game,2025-03-21 08:09:32
Ishan JunG Xetrii,5,my love pubg😍🥰,2025-03-21 08:09:30
Saiful Akhond,5,pubg is realistic and awesome I like it.,2025-03-21 08:09:24
سرمد ال محمد,5,جيد جداً,2025-03-21 08:08:43
Saria Nayyar,5,Pubg is the besat game nice collaborations,2025-03-21 08:08:19
Zahirjan Zj,5,great,2025-03-21 08:08:01
sadam hussain,3,Nice Game But old PUBG is Better,2025-03-21 08:07:34
btop 555,5,yesssa,2025-03-21 08:07:29
Sana Nahro,5,best game,2025-03-21 08:07:12
Asad Kakar,5,Perfect game,2025-03-21 08:06:49
Hassan Khan,5,vip I love you too pubg,2025-03-21 08:06:21
Fadel Mussawi,5,very nice game,2025-03-21 08:05:43
Samii Abbas,5,good 🎮🎮🎮 game,2025-03-21 08:05:36
Yasir Yasir,5,nice my favorite game,2025-03-21 08:05:36
Sahil Personal,3,amazing game,2025-03-21 08:05:33
Not Yours,5,Interested this is awesome 👍🏻,2025-03-21 08:05:26
Waheed Ahmed,5,IT IS GOOD that we enjoy this game and we all know what is guns and guts means hahaha 🤣🤣🤣🤣,2025-03-21 08:05:13
Cinematic,5,playing 7 years,2025-03-21 08:05:11
Erwandi Jamri,5,terbaiikk,2025-03-21 08:04:56
Pubg Awais,5,please small pubg,2025-03-21 08:04:21
Dadi Yox,5,Nice game,2025-03-21 08:04:15
Hasan Raks,5,this game is my love,2025-03-21 08:04:08
mohib baba,5,yeah I like PUBG very well from the bottom of the ❤️,2025-03-21 08:03:58
Raja Nome,5,Good Game,2025-03-21 08:02:59
Mukhtar Ahmed,5,i am old player i mss old map,2025-03-21 08:02:41
Mahar Tahir,5,my best games,2025-03-21 08:02:32
emad hamied,5,so good,2025-03-21 08:02:28
Harold Corpuz,5,nice g.,2025-03-21 08:01:45
Taimour Biassy,5,so good ❤️❤️,2025-03-21 08:01:37
Usman GC,5,thanks pubg mobile,2025-03-21 08:00:29
Farhan Ali,5,love to play PUBG.,2025-03-21 08:00:27
Anaya Mughal,5,excellent,2025-03-21 08:00:18
Safyan Ali,5,NO ONE Can copy this game THIS Game is AWESOME REALISTIC Heavy graphics ❤️❤️♥️,2025-03-21 07:59:32
Renner Panglas,5,yes i like PUBG but my phone never give up ram Infinix smart 8 android🫶🤘,2025-03-21 07:58:48
Ahmed Alfadel,4,Love,2025-03-21 07:58:18
Elvis Gorospe,5,i like this game,2025-03-21 07:57:30
Roman Bilal,5,Good game,2025-03-21 07:57:18
Ad Boy,5,I love it,2025-03-21 07:56:25
Zyni Crush,5,pubg is luv 💞,2025-03-21 07:55:55
Juan Caal,4,nice,2025-03-21 07:55:54
